epoch,lr-Adam,step,train/train-task-acc,train/train-task-loss,train/train-total-loss,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
,8.36219650147635e-05,10217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,10817,,,,0.6368421316146851,2.0403220653533936,0.6589726805686951,1.76480233669281,0.638321578502655,1.802688717842102,0.5971905589103699,2.070909261703491,0.7808765172958374,1.2738863229751587,0.6281459331512451,0.20498469471931458,0.2802925705909729,0.9971277117729187,1.9135884046554565,0.5971905589103699,0.49066001176834106,2.8529717922210693,0.599817156791687,2.0472981929779053,0.5612715482711792,2.1776657104492188,0.6359286308288574,1.866701602935791,0.6782106757164001,1.593422293663025,0.6042681336402893,0.22114363312721252,0.2977655827999115,0.9949779510498047,2.023165702819824,0.49066001176834106
17,,10817,0.9723143577575684,0.09840189665555954,0.09840189665555954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.09752430286201e-05,10818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,11418,,,,0.6526315808296204,1.831067681312561,0.6511703729629517,1.720377802848816,0.6230969429016113,1.856992483139038,0.5988990068435669,2.070093870162964,0.7768924236297607,1.3398106098175049,0.623356282711029,0.2116972804069519,0.26473352313041687,0.98177170753479,1.9125676155090332,0.5988990068435669,0.4806973934173584,3.0935819149017334,0.5970740914344788,2.102895498275757,0.5673380494117737,2.221815586090088,0.6251940131187439,1.9261122941970825,0.7056276798248291,1.559859037399292,0.6009540557861328,0.22944390773773193,0.2783985733985901,0.961046040058136,2.080418348312378,0.4806973934173584
18,,11418,0.9754628539085388,0.08758672326803207,0.08758672326803207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.818004872180198e-05,11419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,12019,,,,0.6736842393875122,2.0378451347351074,0.6592977643013,1.7483699321746826,0.6338655948638916,1.8277451992034912,0.591116189956665,2.1600544452667236,0.7928286790847778,1.2699395418167114,0.6252721548080444,0.21455541253089905,0.2530781328678131,0.9551384449005127,1.9541361331939697,0.591116189956665,0.5093399882316589,2.624666213989258,0.5926547050476074,2.183529853820801,0.5753458142280579,2.199077606201172,0.6342473030090332,1.9362647533416748,0.6652236580848694,1.6795114278793335,0.6044690012931824,0.22797109186649323,0.2761198580265045,0.9500581622123718,2.0921003818511963,0.5093399882316589
19,,12019,0.9799123406410217,0.07292649149894714,0.07292649149894714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.525000000000001e-05,12020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,12620,,,,0.6684210300445557,2.0323338508605957,0.6599479913711548,1.8234974145889282,0.6401782631874084,1.8687644004821777,0.5932042598724365,2.2077271938323975,0.7768924236297607,1.3457486629486084,0.6273621916770935,0.21847979724407196,0.2442391812801361,0.911654531955719,2.008049964904785,0.5932042598724365,0.4956413507461548,3.0796847343444824,0.6033221483230591,2.1807503700256348,0.5777723789215088,2.236187219619751,0.6381272673606873,1.9500932693481445,0.6868686676025391,1.6462370157241821,0.6101933121681213,0.22920021414756775,0.26681774854660034,0.907042384147644,2.1198925971984863,0.4956413507461548
20,,12620,0.9808880686759949,0.06875696033239365,0.06875696033239365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.219937176605935e-05,12621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,13221,,,,0.6736842393875122,2.104508638381958,0.6501950621604919,1.8743257522583008,0.6401782631874084,1.918501615524292,0.593583881855011,2.21472430229187,0.7609561681747437,1.4112871885299683,0.6246625185012817,0.2245417982339859,0.23539718985557556,0.8903514742851257,2.0419387817382812,0.593583881855011,0.5180572867393494,2.721426486968994,0.5995123386383057,2.2275404930114746,0.5702499151229858,2.3017282485961914,0.631531298160553,2.024790048599243,0.6969696879386902,1.5520145893096924,0.6060256361961365,0.23676806688308716,0.2515491843223572,0.8838211894035339,2.1611406803131104,0.5180572867393494
21,,13221,0.9835941791534424,0.06000892072916031,0.06000892072916031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.904302637408766e-05,13222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,13822,,,,0.6526315808296204,2.170542001724243,0.6508452296257019,1.9190329313278198,0.6394355893135071,1.9471733570098877,0.6023158431053162,2.202772617340088,0.7928286790847778,1.371475338935852,0.6291038990020752,0.22318004071712494,0.22871221601963043,0.8789383769035339,2.0531094074249268,0.6023158431053162,0.5180572867393494,3.0303194522857666,0.6005790829658508,2.233349323272705,0.5760737657546997,2.317000150680542,0.6365752816200256,2.0070765018463135,0.6883116960525513,1.6478286981582642,0.6091388463973999,0.23896315693855286,0.23439335823059082,0.8662742376327515,2.175363540649414,0.5180572867393494
22,,13822,0.9861311912536621,0.051413532346487045,0.051413532346487045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.579634122155991e-05,13823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,14423,,,,0.6736842393875122,1.9427591562271118,0.649869978427887,1.9605450630187988,0.6398069262504578,1.9222509860992432,0.5907365083694458,2.267451047897339,0.7808765172958374,1.4710273742675781,0.6237046122550964,0.22822628915309906,0.22381168603897095,0.877230703830719,2.0855119228363037,0.5907365083694458,0.49813199043273926,2.997164487838745,0.5960072875022888,2.2145462036132812,0.5748604536056519,2.2382829189300537,0.6251940131187439,2.0783636569976807,0.6998556852340698,1.5925465822219849,0.6027114987373352,0.24295374751091003,0.23634731769561768,0.8759243488311768,2.1766505241394043,0.49813199043273926
23,,14423,0.9878615140914917,0.04540139436721802,0.04540139436721802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.247513383218356e-05,14424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
