epoch,lr-Adam,lr-Adam-1,step,test/test-id-domain-acc,test/test-id-domain-acc-africa,test/test-id-domain-acc-americas,test/test-id-domain-acc-asia,test/test-id-domain-acc-europe,test/test-id-domain-acc-oceania,test/test-id-region-africa-task-acc,test/test-id-region-africa-task-loss,test/test-id-region-americas-task-acc,test/test-id-region-americas-task-loss,test/test-id-region-asia-task-acc,test/test-id-region-asia-task-loss,test/test-id-region-europe-task-acc,test/test-id-region-europe-task-loss,test/test-id-region-oceania-task-acc,test/test-id-region-oceania-task-loss,test/test-id-task-acc,test/test-id-task-ece,test/test-id-task-entropy-correct,test/test-id-task-entropy-incorrect,test/test-id-task-loss,test/test-id-worst-group-task-acc,test/test-od-domain-acc,test/test-od-domain-acc-africa,test/test-od-domain-acc-americas,test/test-od-domain-acc-asia,test/test-od-domain-acc-europe,test/test-od-domain-acc-oceania,test/test-od-region-africa-task-acc,test/test-od-region-africa-task-loss,test/test-od-region-americas-task-acc,test/test-od-region-americas-task-loss,test/test-od-region-asia-task-acc,test/test-od-region-asia-task-loss,test/test-od-region-europe-task-acc,test/test-od-region-europe-task-loss,test/test-od-region-oceania-task-acc,test/test-od-region-oceania-task-loss,test/test-od-task-acc,test/test-od-task-ece,test/test-od-task-entropy-correct,test/test-od-task-entropy-incorrect,test/test-od-task-loss,test/test-od-worst-group-task-acc,train/d3g-consistency-loss,train/train-domain-acc,train/train-domain-acc-africa,train/train-domain-acc-americas,train/train-domain-acc-asia,train/train-domain-acc-europe,train/train-domain-acc-oceania,train/train-domain-acc-other,train/train-domain-loss,train/train-task-acc,train/train-task-loss,train/train-total-loss,val/val-id-domain-acc,val/val-id-domain-acc-africa,val/val-id-domain-acc-americas,val/val-id-domain-acc-asia,val/val-id-domain-acc-europe,val/val-id-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-domain-acc,val/val-od-domain-acc-africa,val/val-od-domain-acc-americas,val/val-od-domain-acc-asia,val/val-od-domain-acc-europe,val/val-od-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
4,,,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48149439692497253,0.49473685026168823,0.2730819284915924,0.1979205310344696,0.7710705995559692,0.0,0.44736841320991516,2.269672393798828,0.2873862087726593,2.91460919380188,0.1930932104587555,3.2575387954711914,0.27277904748916626,2.8884787559509277,0.22709164023399353,2.93426251411438,0.2600365877151489,0.04223078489303589,2.573590040206909,3.4809701442718506,2.975266218185425,0.1930932104587555,0.42264625430107117,0.3362390995025635,0.254343181848526,0.12254307419061661,0.7723745703697205,0.0014430014416575432,0.23038604855537415,3.016968250274658,0.24687595665454865,2.99322247505188,0.19242902100086212,3.2757015228271484,0.33626487851142883,2.6700806617736816,0.27272728085517883,2.8866214752197266,0.2706000506877899,0.032013118267059326,2.404153347015381,3.4466750621795654,2.923853874206543,0.19242902100086212
4,,,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.308528423309326,0.4343702495098114,0.49013906717300415,0.517741858959198,0.33617833256721497,0.44920724630355835,0.07702620327472687,0.0,0.8173144459724426,0.3331642150878906,2.666236162185669,4.483956336975098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0001,8.153726976e-06,4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8064965605735779,0.3684210479259491,0.7382965087890625,0.7768288254737854,0.916476845741272,0.0,0.5105262994766235,1.8895182609558105,0.40637192130088806,2.3614232540130615,0.35685110092163086,2.567070722579956,0.38041001558303833,2.4156851768493652,0.3346613645553589,2.4907138347625732,0.3830009698867798,0.09105496108531952,2.317397356033325,3.2317354679107666,2.431926727294922,0.3346613645553589,0.6533768773078918,0.13698630034923553,0.57558673620224,0.5391895174980164,0.8927832245826721,0.0,0.27272728085517883,2.6060831546783447,0.36970436573028564,2.4856038093566895,0.3251637816429138,2.68943452835083,0.4420589804649353,2.2126660346984863,0.33621934056282043,2.4798743724823,0.38352999091148376,0.07460306584835052,2.196190357208252,3.2053425312042236,2.426821708679199,0.27272728085517883
5,,,5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9624242782592773,0.48471304774284363,0.4451116621494293,0.5439692139625549,0.38773465156555176,0.5208094120025635,0.06459476053714752,0.0,0.9130252599716187,0.37540820240974426,2.443962574005127,4.107761859893799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.98794204878613e-05,7.82757789696e-06,5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8408952355384827,0.36315789818763733,0.7854356169700623,0.8329001069068909,0.9312832355499268,0.087649405002594,0.5526315569877625,1.6948024034500122,0.4707412123680115,2.0109405517578125,0.42926105856895447,2.218676805496216,0.44381168484687805,2.1316070556640625,0.41434264183044434,2.0485689640045166,0.4487503170967102,0.08027387410402298,1.9602569341659546,2.980398416519165,2.1136019229888916,0.41434264183044434,0.6865679025650024,0.13325031101703644,0.6165803074836731,0.5962145328521729,0.9061045050621033,0.08225107938051224,0.3374844193458557,2.3362302780151367,0.4337092339992523,2.165590763092041,0.3950497508049011,2.339254379272461,0.5023279786109924,1.9357521533966064,0.4141414165496826,2.0649898052215576,0.4477529525756836,0.06611618399620056,1.8773785829544067,2.9615368843078613,2.115983486175537,0.3374844193458557
6,,,6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5979108810424805,0.5318683981895447,0.4199927747249603,0.5760875940322876,0.4449756443500519,0.577743411064148,0.05789152905344963,0.0,0.6555132865905762,0.45280563831329346,2.093984365463257,3.524021625518799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.951826940270773e-05,7.5144747810815995e-06,6727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,7687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8629277944564819,0.35789474844932556,0.8208712339401245,0.8447827696800232,0.9451404809951782,0.2470119595527649,0.5894736647605896,1.5085517168045044,0.5484395027160645,1.7126704454421997,0.5016710162162781,1.9277483224868774,0.5032270550727844,1.8847341537475586,0.5697211027145386,1.5703448057174683,0.5178089141845703,0.0746818259358406,1.672564148902893,2.7390942573547363,1.8367633819580078,0.5016710162162781,0.7094652056694031,0.13075965642929077,0.6466016173362732,0.6309148073196411,0.9105018377304077,0.20346319675445557,0.41220423579216003,2.1168956756591797,0.4935995042324066,1.9057461023330688,0.455957293510437,2.0742597579956055,0.550051748752594,1.7018917798995972,0.49639248847961426,1.7350122928619385,0.5045443177223206,0.05111108720302582,1.609656572341919,2.6959481239318848,1.864256501197815,0.41220423579216003
7,,,7687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2403647899627686,0.5710322260856628,0.4028128981590271,0.6051292419433594,0.49401986598968506,0.6220451593399048,0.06550883501768112,0.0,0.5497410297393799,0.5226832032203674,1.7946916818618774,3.024792194366455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.891830623632339e-05,7.213895789838335e-06,7688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8833057284355164,0.3684210479259491,0.8420026302337646,0.8722614049911499,0.9586180448532104,0.3346613645553589,0.6368421316146851,1.3557138442993164,0.595578670501709,1.5064951181411743,0.5547716021537781,1.6954667568206787,0.5430903434753418,1.7147551774978638,0.6693227291107178,1.3551446199417114,0.5641382932662964,0.04487260431051254,1.360735297203064,2.5136640071868896,1.6408286094665527,0.5430903434753418,0.7292995452880859,0.14072228968143463,0.6674794554710388,0.6707109808921814,0.9167097806930542,0.25829726457595825,0.44831880927085876,1.9233838319778442,0.532916784286499,1.7193608283996582,0.5141955614089966,1.8402825593948364,0.5826435685157776,1.5469677448272705,0.5670995712280273,1.5355745553970337,0.5461210012435913,0.02787507325410843,1.3495677709579468,2.4792466163635254,1.6794675588607788,0.44831880927085876
8,,,8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.890906572341919,0.6039475798606873,0.38987216353416443,0.6309700012207031,0.5354782938957214,0.657475471496582,0.08781907707452774,0.0,0.47548165917396545,0.5895164012908936,1.525294542312622,2.5658764839172363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.808245394894679e-05,6.925339958244802e-06,8649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,9609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9005486369132996,0.36315789818763733,0.8585825562477112,0.9045674204826355,0.9665907621383667,0.41035857796669006,0.6631578803062439,1.217769742012024,0.6111833453178406,1.4264037609100342,0.5841069221496582,1.5605709552764893,0.5630220174789429,1.6303495168685913,0.6852589845657349,1.2389460802078247,0.5851258635520935,0.014618121087551117,1.1640243530273438,2.2869045734405518,1.5434224605560303,0.5630220174789429,0.7485814690589905,0.13075965642929077,0.6782993078231812,0.7282212972640991,0.9222710728645325,0.3174603283405304,0.45579078793525696,1.9490896463394165,0.5615665912628174,1.6335698366165161,0.5214753746986389,1.7769253253936768,0.6011381149291992,1.5037680864334106,0.6349206566810608,1.4000017642974854,0.5669093728065491,0.0133214658126235,1.1748344898223877,2.263174533843994,1.617533802986145,0.45579078793525696
9,,,9609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6010042428970337,0.6321715116500854,0.37977245450019836,0.6540552377700806,0.5712729692459106,0.6868307590484619,0.11322364211082458,0.0,0.4100768268108368,0.6446014046669006,1.3033994436264038,2.1859359741210938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.701478472890248e-05,6.64832635991501e-06,9610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,10570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9157014489173889,0.36315789818763733,0.8923926949501038,0.9112513661384583,0.971716046333313,0.5099601745605469,0.678947389125824,1.2526179552078247,0.6277633309364319,1.3582569360733032,0.590419590473175,1.4779942035675049,0.5823842287063599,1.5636626482009888,0.7131474018096924,1.0903345346450806,0.6009753346443176,0.020271722227334976,0.9569348692893982,2.1227669715881348,1.472928762435913,0.5823842287063599,0.7633944153785706,0.13325031101703644,0.7258457541465759,0.7078378796577454,0.9224004149436951,0.40981242060661316,0.4757160544395447,1.9655567407608032,0.5807680487632751,1.5752943754196167,0.5491385459899902,1.6522005796432495,0.6185980439186096,1.4260504245758057,0.6507936716079712,1.271721601486206,0.5870951414108276,0.029875339940190315,0.9846315979957581,2.082479476928711,1.5384454727172852,0.4757160544395447
10,,,10570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3658576011657715,0.6568203568458557,0.37323296070098877,0.6753921508789062,0.6024379730224609,0.7114962935447693,0.13982604444026947,0.0,0.35339775681495667,0.6913079023361206,1.1209220886230469,1.8745198249816895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.572050015330875e-05,6.382393305518409e-06,10571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,11531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9295480251312256,0.3842105269432068,0.9089726805686951,0.9342740178108215,0.9720956683158875,0.6693227291107178,0.6526315808296204,1.299694538116455,0.6436930894851685,1.3179357051849365,0.6104716062545776,1.4124754667282104,0.5865603685379028,1.5640298128128052,0.7729083895683289,1.0533305406570435,0.6128189563751221,0.04300286993384361,0.8280901908874512,1.9537713527679443,1.4468735456466675,0.5865603685379028,0.7861410975456238,0.14819426834583282,0.756324291229248,0.7553991675376892,0.9102431535720825,0.6103895902633667,0.4694894254207611,1.8837767839431763,0.5909783840179443,1.568847894668579,0.553263783454895,1.6477627754211426,0.6214433312416077,1.4419552087783813,0.6854256987571716,1.1964902877807617,0.5933718085289001,0.05553233623504639,0.870404064655304,1.9171146154403687,1.5356340408325195,0.4694894254207611
11,,,11531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1752182245254517,0.6786295175552368,0.36920565366744995,0.6949371695518494,0.6296207904815674,0.732541561126709,0.17392849922180176,0.0,0.3016964793205261,0.7313401699066162,0.9672118425369263,1.615166187286377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.42059058465169e-05,6.1270975732976725e-06,11532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,12492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9362536072731018,0.4000000059604645,0.9278283715248108,0.938358724117279,0.9701974391937256,0.7290836572647095,0.6894736886024475,1.3029725551605225,0.6505201458930969,1.3561513423919678,0.6178982257843018,1.4224222898483276,0.5956720113754272,1.5511753559112549,0.7569721341133118,1.138034462928772,0.6206566095352173,0.06600335985422134,0.7349245548248291,1.8161447048187256,1.4566553831100464,0.5956720113754272,0.7871453762054443,0.17310087382793427,0.7938128709793091,0.6920650601387024,0.9097257852554321,0.6378066539764404,0.47820672392845154,1.9926412105560303,0.5874733328819275,1.593820333480835,0.5610288977622986,1.6514713764190674,0.629073977470398,1.4299308061599731,0.6810966730117798,1.2903624773025513,0.5969871878623962,0.07231371104717255,0.7753798961639404,1.8248530626296997,1.547518253326416,0.47820672392845154
12,,,12492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0026040077209473,0.6970694065093994,0.36701351404190063,0.7106059193611145,0.652807354927063,0.750468373298645,0.20751886069774628,0.0,0.294828325510025,0.7676515579223633,0.829953134059906,1.3902140855789185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.247838075974309e-05,5.882013670365765e-06,12493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,13453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9130018353462219,0.378947377204895,0.8676853179931641,0.9175640344619751,0.9684889912605286,0.6772908568382263,0.6894736886024475,1.3015671968460083,0.6534460186958313,1.3784681558609009,0.6219829320907593,1.449101448059082,0.5909263491630554,1.575541615486145,0.7609561681747437,1.0178428888320923,0.6203082799911499,0.0807628184556961,0.6796919703483582,1.7316153049468994,1.4772720336914062,0.5909263491630554,0.7459201812744141,0.1432129442691803,0.6764705777168274,0.6845425963401794,0.9159337878227234,0.5743145942687988,0.4732254147529602,2.1047468185424805,0.5915879011154175,1.608316421508789,0.5622421503067017,1.6744741201400757,0.6242886781692505,1.4234375953674316,0.6782106757164001,1.3027753829956055,0.5964348316192627,0.09789948910474777,0.6805554032325745,1.725238561630249,1.5596147775650024,0.4732254147529602
13,,,13453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8542477488517761,0.7125014662742615,0.3646378815174103,0.7235016226768494,0.6722965240478516,0.7655326724052429,0.2367023527622223,0.0,0.3141534924507141,0.8006582856178284,0.7047445774078369,1.194740891456604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.054634122155992e-05,5.646733123551134e-06,13454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
