epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-africa-top5-task-acc,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-americas-top5-task-acc,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-asia-top5-task-acc,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-europe-top5-task-acc,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-region-oceania-top5-task-acc,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-top5-task-acc,val/val-id-worst-group-task-acc,val/val-id-worst-group-top5-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-africa-top5-task-acc,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-americas-top5-task-acc,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-asia-top5-task-acc,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-europe-top5-task-acc,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-region-oceania-top5-task-acc,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-top5-task-acc,val/val-od-worst-group-task-acc,val/val-od-worst-group-top5-task-acc
3,,,,3843,,,,,,,,,,,,,,,,,,,0.63075852394104,0.005263158120214939,0.5250325202941895,0.44262903928756714,0.8418754935264587,0.0,0.998432457447052,0.9842105507850647,1.0,0.9996286630630493,0.998291552066803,1.0,0.6631578803062439,1.2325047254562378,0.9157894849777222,0.5929778814315796,1.5758129358291626,0.8624837398529053,0.4363163709640503,2.4798405170440674,0.8195320963859558,0.501708447933197,1.9925107955932617,0.7585421204566956,0.7250996232032776,1.1791812181472778,0.9043824672698975,0.5185056328773499,0.14284399151802063,0.8128573298454285,1.6206777095794678,1.9644328355789185,0.8064965605735779,0.4363163709640503,0.7585421204566956,0.5795631408691406,0.0,0.4881133735179901,0.4595971703529358,0.833548903465271,0.0,0.9742907285690308,0.8405977487564087,0.9856750965118408,0.9917495846748352,0.9697361588478088,0.9740259647369385,0.5168119668960571,1.7251653671264648,0.8530510663986206,0.5222493410110474,1.930740475654602,0.8148430585861206,0.3918951749801636,2.852356433868408,0.8085415959358215,0.5437144041061401,1.7865171432495117,0.7847904562950134,0.6450216174125671,1.4603389501571655,0.8759018778800964,0.5077077746391296,0.14781109988689423,0.8389101624488831,1.6406630277633667,2.0407469272613525,0.8055234551429749,0.3918951749801636,0.7847904562950134
3,,,,3843,0.538558840751648,0.0011061946861445904,0.3462904691696167,0.25628894567489624,0.8491857051849365,0.0,0.02976190485060215,0.9845026135444641,0.9919109344482422,0.9178255200386047,0.9974371790885925,0.989696204662323,0.9948155879974365,0.9773004055023193,0.125,0.06920604407787323,0.6139234900474548,1.4163274765014648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,4804,,,,,,,,,,,,,,,,,,,0.650265634059906,0.28947368264198303,0.504551351070404,0.48199033737182617,0.8659833073616028,0.0,0.9986066222190857,0.9842105507850647,1.0,0.9996286630630493,0.9986712336540222,1.0,0.6526315808296204,1.2799320220947266,0.8947368264198303,0.6043562889099121,1.508578896522522,0.8657346963882446,0.450798362493515,2.438725709915161,0.8414407968521118,0.5303720831871033,1.8555570840835571,0.781700849533081,0.6892430186271667,1.2498434782028198,0.9003984332084656,0.5371418595314026,0.14007879793643951,0.7598467469215393,1.581646203994751,1.8763160705566406,0.8226944208145142,0.450798362493515,0.781700849533081,0.5913633108139038,0.0348692387342453,0.45641571283340454,0.5025479197502136,0.8643300533294678,0.0,0.9749435186386108,0.8343710899353027,0.9864370822906494,0.991264283657074,0.9711588025093079,0.9797979593276978,0.5242839455604553,1.7541487216949463,0.8580324053764343,0.5300213098526001,1.8568776845932007,0.8281012177467346,0.4013589024543762,2.8417468070983887,0.8218879103660583,0.5719089508056641,1.6557579040527344,0.8079410195350647,0.6190476417541504,1.47227144241333,0.8802309036254883,0.5225709080696106,0.15076395869255066,0.7776987552642822,1.571974754333496,1.9650094509124756,0.8219934701919556,0.4013589024543762,0.8079410195350647
4,,,,4804,0.5566084980964661,0.015170670114457607,0.3765507936477661,0.2932562232017517,0.8512637615203857,0.0,0.02380952425301075,0.9428777694702148,0.9917775988578796,0.9236409664154053,0.9970723986625671,0.9896232485771179,0.9944795370101929,0.9780621528625488,0.12380952388048172,0.06115373969078064,0.6531491279602051,1.2540721893310547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,5765,,,,,,,,,,,,,,,,,,,0.6631542444229126,0.3210526406764984,0.5666449666023254,0.5083550214767456,0.8432042598724365,0.0,0.998432457447052,0.9736841917037964,1.0,0.9996286630630493,0.9986712336540222,1.0,0.6526315808296204,1.2346299886703491,0.8947368264198303,0.6079323887825012,1.5018020868301392,0.8615084290504456,0.47307834029197693,2.328517198562622,0.8462681174278259,0.5546696782112122,1.7415177822113037,0.7997342348098755,0.7250996232032776,1.1103808879852295,0.9243028163909912,0.5552555918693542,0.12714707851409912,0.7381434440612793,1.5844210386276245,1.7924360036849976,0.8314900398254395,0.47307834029197693,0.7997342348098755,0.6016570329666138,0.05977584049105644,0.513258159160614,0.5042465329170227,0.8391101956367493,0.0,0.9737886190414429,0.8268991112709045,0.9849131107330322,0.9949041604995728,0.967925488948822,0.9841269850730896,0.5379825830459595,1.7614448070526123,0.8430884480476379,0.5406888127326965,1.8679381608963013,0.8236818313598633,0.41421985626220703,2.8006458282470703,0.8201892971992493,0.5896275043487549,1.603883147239685,0.8158302903175354,0.6464646458625793,1.3677204847335815,0.8903318643569946,0.5371327996253967,0.14742664992809296,0.7386007905006409,1.538957118988037,1.9366494417190552,0.8229977488517761,0.41421985626220703,0.8158302903175354
5,,,,5765,0.5715146660804749,0.03771597146987915,0.4005308449268341,0.32452693581581116,0.8527113795280457,0.0,0.01984127052128315,0.9122385382652283,0.9914848208427429,0.9277285933494568,0.9965352416038513,0.9892844557762146,0.9940975308418274,0.9793825149536133,0.1111111119389534,0.05589926987886429,0.6875739693641663,1.1270437240600586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,6726,,,,,,,,,,,,,,,,,,,0.6722111105918884,0.3526315689086914,0.5399869680404663,0.5284069776535034,0.867122232913971,0.0,0.9986937046051025,0.9894737005233765,1.0,0.9996286630630493,0.9986712336540222,1.0,0.6473684310913086,1.2580965757369995,0.8999999761581421,0.6082574725151062,1.4791929721832275,0.8647594451904297,0.5042703151702881,2.2405829429626465,0.8481247425079346,0.563591480255127,1.7087255716323853,0.8096051812171936,0.7131474018096924,1.2292941808700562,0.912350594997406,0.5664024949073792,0.12122463434934616,0.7175485491752625,1.5603554248809814,1.753630518913269,0.8371505737304688,0.5042703151702881,0.8096051812171936,0.6064775586128235,0.11457036435604095,0.478055477142334,0.535306990146637,0.8591567277908325,0.0,0.9743911623954773,0.8430884480476379,0.9856750965118408,0.9927201867103577,0.9690895080566406,0.9754689931869507,0.5267745852470398,1.7757678031921387,0.8418430685997009,0.542212724685669,1.8571925163269043,0.825053334236145,0.4278087913990021,2.706674337387085,0.826741099357605,0.6010087728500366,1.559912919998169,0.8237196207046509,0.6176046133041382,1.5198661088943481,0.868686854839325,0.5434094667434692,0.14519569277763367,0.7155786156654358,1.521919846534729,1.9023427963256836,0.8270650506019592,0.4278087913990021,0.8237196207046509
6,,,,6726,0.5837733745574951,0.06095358356833458,0.42028868198394775,0.35142743587493896,0.8530601859092712,0.0,0.017006803303956985,0.8894779682159424,0.9913631081581116,0.9318222999572754,0.9964103698730469,0.9890505075454712,0.9938041567802429,0.9803255796432495,0.10204081982374191,0.05003708600997925,0.7129437923431396,1.0299268960952759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,6727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,7687,,,,,,,,,,,,,,,,,,,0.6873639225959778,0.34210526943206787,0.5890766978263855,0.5841069221496582,0.8433941006660461,0.0,0.9954715371131897,0.9894737005233765,0.999674916267395,0.9996286630630493,0.9918375015258789,1.0,0.6578947305679321,1.2220995426177979,0.8999999761581421,0.614109218120575,1.4792404174804688,0.8647594451904297,0.4961009919643402,2.223489284515381,0.8559227585792542,0.5763098001480103,1.672977089881897,0.8082764148712158,0.737051784992218,1.2106682062149048,0.9083665609359741,0.5725855827331543,0.1308937668800354,0.6505410671234131,1.5226051807403564,1.7322759628295898,0.8382827043533325,0.4961009919643402,0.8082764148712158,0.618026614189148,0.07970111817121506,0.5211825370788574,0.5675806999206543,0.8387221693992615,0.0,0.9738890528678894,0.8480697274208069,0.9823224544525146,0.9961174726486206,0.9684428572654724,0.9740259647369385,0.48318803310394287,1.9184598922729492,0.830635130405426,0.5536421537399292,1.8340524435043335,0.8276439905166626,0.4265954792499542,2.722602605819702,0.8298956751823425,0.6070874333381653,1.5235825777053833,0.8344542384147644,0.6551226377487183,1.4780761003494263,0.8672438859939575,0.5488325357437134,0.15386033058166504,0.6586470603942871,1.4808549880981445,1.8882157802581787,0.8322370052337646,0.4265954792499542,0.8276439905166626
7,,,,7687,0.5941203832626343,0.08114728331565857,0.436501681804657,0.37455078959465027,0.8533935546875,0.0,0.014880952425301075,0.8702759742736816,0.9912327527999878,0.9342604279518127,0.9961140751838684,0.9889732599258423,0.9935877323150635,0.9810329079627991,0.1041666641831398,0.046840958297252655,0.7369345426559448,0.9399867653846741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,7688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,8648,,,,,,,,,,,,,,,,,,,0.6918053030967712,0.3526315689086914,0.5916774868965149,0.5740809440612793,0.8563022017478943,0.0,0.9983453750610352,0.9894737005233765,1.0,1.0,0.9977220892906189,1.0,0.6631578803062439,1.2535817623138428,0.8999999761581421,0.6209362745285034,1.4432564973831177,0.8719115853309631,0.5306349992752075,2.0784568786621094,0.8566654324531555,0.5628321766853333,1.736948013305664,0.7984054684638977,0.6812748908996582,1.2794467210769653,0.912350594997406,0.5751981139183044,0.12636563181877136,0.6568105220794678,1.5423388481140137,1.719977617263794,0.8359313607215881,0.5306349992752075,0.7984054684638977,0.6239016056060791,0.08966375887393951,0.5237732529640198,0.5634554624557495,0.8528194427490234,0.0,0.9766507744789124,0.8542963862419128,0.9835416078567505,0.9946615099906921,0.9745214581489563,0.9754689931869507,0.47820672392845154,2.022322416305542,0.8069738745689392,0.5557757019996643,1.8383766412734985,0.827339231967926,0.46517834067344666,2.5033607482910156,0.8379034399986267,0.6109673976898193,1.5245578289031982,0.8341955542564392,0.6507936716079712,1.4683054685592651,0.8816738724708557,0.5586743950843811,0.14156052470207214,0.6683802604675293,1.4940534830093384,1.8484879732131958,0.8332914710044861,0.46517834067344666,0.8069738745689392
8,,,,8648,0.6029660105705261,0.09804747998714447,0.45087599754333496,0.3937147855758667,0.8536943197250366,0.0,0.013227513059973717,0.8542947173118591,0.9911068081855774,0.9363674521446228,0.9958571195602417,0.9889132380485535,0.9933747053146362,0.9815830588340759,0.1031746044754982,0.04468601569533348,0.7586875557899475,0.8561305403709412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,8649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,9609,,,,,,,,,,,,,,,,,,,0.6966820359230042,0.3526315689086914,0.614109218120575,0.5915336012840271,0.8449127078056335,0.0,0.9940782189369202,0.9894737005233765,0.9934980273246765,0.9992573261260986,0.9925968050956726,1.0,0.678947389125824,1.2400481700897217,0.9210526347160339,0.6264629364013672,1.4624626636505127,0.8696358799934387,0.5302636623382568,2.0801713466644287,0.8581507802009583,0.5761199593544006,1.685261607170105,0.8187167644500732,0.7290836572647095,1.234252691268921,0.9083665609359741,0.5839937329292297,0.13910134136676788,0.5955025553703308,1.4245378971099854,1.7005958557128906,0.8452494740486145,0.5302636623382568,0.8187167644500732,0.6270650029182434,0.12453299760818481,0.5492228269577026,0.5559329986572266,0.8397568464279175,0.0,0.9711775183677673,0.8605230450630188,0.9779030680656433,0.990778923034668,0.9666321873664856,0.9754689931869507,0.4732254147529602,1.959238052368164,0.8219178318977356,0.5629381537437439,1.8442904949188232,0.8276439905166626,0.46760496497154236,2.4756572246551514,0.8364474773406982,0.6156233549118042,1.5456115007400513,0.8379461765289307,0.6464646458625793,1.5400091409683228,0.8715728521347046,0.5629926919937134,0.15481416881084442,0.6113108992576599,1.40708589553833,1.852818250656128,0.8347476720809937,0.46760496497154236,0.8219178318977356
9,,,,9609,0.6108192205429077,0.11270543932914734,0.4635388255119324,0.41078105568885803,0.8540067672729492,6.093845149734989e-05,0.011904762126505375,0.8412243127822876,0.9910554885864258,0.9388116598129272,0.9956372380256653,0.9889774918556213,0.9932215213775635,0.9820840954780579,0.1071428582072258,0.042198095470666885,0.7795558571815491,0.7814556360244751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,9610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,10570,,,,,,,,,,,,,,,,,,,0.7022554874420166,0.35789474844932556,0.6004551649093628,0.6119569540023804,0.8544039726257324,0.0,0.9946007132530212,0.9894737005233765,0.9921976327896118,0.9996286630630493,0.9943052530288696,1.0,0.6736842393875122,1.3073722124099731,0.9105263352394104,0.6215865015983582,1.503879427909851,0.8676853179931641,0.5172669887542725,2.2133195400238037,0.8570367693901062,0.5698557496070862,1.7233461141586304,0.8126423954963684,0.7091633677482605,1.3169224262237549,0.912350594997406,0.5762431621551514,0.15137100219726562,0.5708422660827637,1.3995189666748047,1.763290524482727,0.8415918946266174,0.5172669887542725,0.8126423954963684,0.6304795145988464,0.12204234302043915,0.5230112671852112,0.5838388800621033,0.8561820983886719,0.0,0.9698719382286072,0.8542963862419128,0.9765315651893616,0.9917495846748352,0.9645628333091736,0.9754689931869507,0.48318803310394287,2.058040142059326,0.80448317527771,0.5633953213691711,1.8619568347930908,0.8233770132064819,0.4489201605319977,2.6543588638305664,0.8371754288673401,0.6109673976898193,1.545880913734436,0.8376875519752502,0.6623376607894897,1.5101176500320435,0.8730158805847168,0.5584232807159424,0.16586169600486755,0.5845707654953003,1.3763368129730225,1.8986752033233643,0.8327391147613525,0.4489201605319977,0.80448317527771
10,,,,10570,0.6176491379737854,0.12533041834831238,0.47456687688827515,0.4256172776222229,0.8542754650115967,0.000166195779456757,0.010822511278092861,0.8295872211456299,0.9909011721611023,0.9401218295097351,0.9954530000686646,0.9888258576393127,0.9929760694503784,0.9826048612594604,0.11471861600875854,0.0427418127655983,0.7961437702178955,0.7137874960899353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,10571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
