epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,train/d3g-consistency-loss,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-africa-top5-task-acc,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-americas-top5-task-acc,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-asia-top5-task-acc,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-europe-top5-task-acc,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-region-oceania-top5-task-acc,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-top5-task-acc,val/val-id-worst-group-task-acc,val/val-id-worst-group-top5-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-africa-top5-task-acc,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-americas-top5-task-acc,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-asia-top5-task-acc,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-europe-top5-task-acc,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-region-oceania-top5-task-acc,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-top5-task-acc,val/val-od-worst-group-task-acc,val/val-od-worst-group-top5-task-acc
3,,,,3843,,,,,,,,,,,,,,,,,,,,0.6190890669822693,0.0,0.47854354977607727,0.35165244340896606,0.8902809619903564,0.0,0.8749455809593201,0.0,0.8894668221473694,0.7916821241378784,0.9831055402755737,0.0,0.015789473429322243,4.163426399230957,0.08421052992343903,0.010728218592703342,4.177998065948486,0.06989596784114838,0.033419977873563766,4.138631343841553,0.10991459339857101,0.008921791799366474,4.181108474731445,0.06738800555467606,0.043824702501297,4.103728294372559,0.10358566045761108,0.01602368801832199,0.017855128273367882,4.075559616088867,4.0776472091674805,4.168300628662109,0.07916049659252167,0.008921791799366474,0.06738800555467606,0.5414009690284729,0.0,0.40353551506996155,0.3106042146682739,0.886445939540863,0.0,0.7794125080108643,0.0012453299714252353,0.8021944761276245,0.6787187457084656,0.9648215174674988,0.0,0.007471980061382055,4.221495628356934,0.04607721045613289,0.012343797832727432,4.196129322052002,0.07573910057544708,0.042222760617733,4.145260810852051,0.13030818104743958,0.009829280897974968,4.158722877502441,0.0747542679309845,0.01587301678955555,4.14978551864624,0.07359307259321213,0.01747426576912403,0.016211336478590965,4.078470706939697,4.077269554138184,4.170501708984375,0.08541300892829895,0.007471980061382055,0.04607721045613289
3,,,,3843,8.4737548828125,0.5197494029998779,0.0,0.2762003540992737,0.16362513601779938,0.8971378207206726,0.004875076003372669,0.0,1.0316592454910278,0.5632521510124207,0.05641593039035797,0.6209173798561096,0.5058397650718689,0.607421875,0.015082267113029957,0.0059523810632526875,0.9725143909454346,0.01615861989557743,4.198510646820068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,4804,,,,,,,,,,,,,,,,,,,,0.6342419385910034,0.0,0.5032509565353394,0.401039719581604,0.8836370706558228,0.0,0.8879212737083435,0.0,0.8923926949501038,0.8395841121673584,0.9851936101913452,0.0,0.015789473429322243,4.139946937561035,0.07894736528396606,0.012678803876042366,4.147823333740234,0.08094928413629532,0.037504643201828,4.109682559967041,0.1281099170446396,0.011958997696638107,4.1414923667907715,0.08599089086055756,0.043824702501297,4.098944664001465,0.10756972432136536,0.01889749988913536,0.014674518257379532,4.077786445617676,4.078530788421631,4.134757041931152,0.09492293000221252,0.011958997696638107,0.07894736528396606,0.5611850619316101,0.0,0.43904298543930054,0.36204805970191956,0.8798499703407288,0.0,0.7884007096290588,0.0012453299714252353,0.798537015914917,0.7250667214393616,0.9663735032081604,0.0,0.01120796985924244,4.209784507751465,0.04732254147529602,0.014324900694191456,4.168984889984131,0.08747333288192749,0.052657123655080795,4.117469310760498,0.14511041343212128,0.012286601588129997,4.112949371337891,0.09350749850273132,0.017316017299890518,4.145411491394043,0.07070706784725189,0.021441124379634857,0.011909314431250095,4.0794196128845215,4.0784687995910645,4.137416362762451,0.09957318753004074,0.01120796985924244,0.04732254147529602
4,,,,4804,4.14671516418457,0.5379441380500793,0.0,0.31202974915504456,0.20223481953144073,0.8960191011428833,0.003900060895830393,0.0,0.9981300830841064,0.6064868569374084,0.055372945964336395,0.6610689759254456,0.5429389476776123,0.6598460674285889,0.013162706047296524,0.004761904943734407,0.8418906927108765,0.017693819478154182,4.172713756561279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,5765,,,,,,,,,,,,,,,,,,,,0.6448663473129272,0.0,0.5468140244483948,0.4340883791446686,0.8644647002220154,0.0,0.8995906710624695,0.0,0.8949934840202332,0.8822873830795288,0.9872816801071167,0.0,0.015789473429322243,4.159209728240967,0.07894736528396606,0.017555266618728638,4.106431484222412,0.1043563038110733,0.049758631736040115,4.062346935272217,0.1552172303199768,0.02164009027183056,4.084731578826904,0.12889142334461212,0.043824702501297,4.091888427734375,0.131474107503891,0.027518941089510918,0.006108967587351799,4.0759406089782715,4.077359199523926,4.08669900894165,0.1277540773153305,0.015789473429322243,0.07894736528396606,0.5774039626121521,0.0,0.48323681950569153,0.3969910144805908,0.8654940724372864,0.0,0.801104724407196,0.0012453299714252353,0.7977750897407532,0.7837903499603271,0.9684428572654724,0.0,0.01120796985924244,4.20462703704834,0.056039851158857346,0.020420603454113007,4.130629539489746,0.10073148459196091,0.06576073914766312,4.071446895599365,0.16913370788097382,0.025219865143299103,4.0477375984191895,0.14847387373447418,0.01587301678955555,4.132758140563965,0.08225107938051224,0.03113231249153614,0.002224205294623971,4.077114582061768,4.077572822570801,4.089285373687744,0.13100677728652954,0.01120796985924244,0.056039851158857346
5,,,,5765,4.20833158493042,0.5526304244995117,0.0,0.34251976013183594,0.23446010053157806,0.8936216831207275,0.003250050824135542,0.0,0.9684460759162903,0.6421208381652832,0.05720606818795204,0.6924934983253479,0.5798659920692444,0.7006357312202454,0.012695510871708393,0.003968254197388887,0.7157019972801208,0.024433081969618797,4.127113342285156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,6726,,,,,,,,,,,,,,,,,,,,0.6496559977531433,0.0,0.5718465447425842,0.43186038732528687,0.8614274859428406,0.0,0.9184882044792175,0.0,0.9346553683280945,0.9116227030754089,0.9903188943862915,0.0,0.02631578966975212,4.106107234954834,0.08421052992343903,0.026983095332980156,4.050480842590332,0.14271780848503113,0.06386929005384445,4.00408935546875,0.21425919234752655,0.06605922430753708,4.009736061096191,0.18925587832927704,0.05179283022880554,4.063141822814941,0.15139442682266235,0.054079942405223846,0.019888615235686302,4.064283847808838,4.074828624725342,4.022128582000732,0.18009230494499207,0.02631578966975212,0.08421052992343903,0.5843334197998047,0.0,0.5131057500839233,0.39529240131378174,0.8588981032371521,0.0,0.8160682916641235,0.0012453299714252353,0.8111855983734131,0.826741099357605,0.9727107882499695,0.0,0.01120796985924244,4.1794257164001465,0.056039851158857346,0.027430661022663116,4.081743240356445,0.13273392617702484,0.08250425010919571,4.020842552185059,0.21135646104812622,0.0829022228717804,3.959089517593384,0.2334454208612442,0.021645022556185722,4.1064348220825195,0.10678210854530334,0.05950288847088814,0.025853360071778297,4.064662456512451,4.075562953948975,4.026355266571045,0.18413256108760834,0.01120796985924244,0.056039851158857346
6,,,,6726,4.115816116333008,0.5649160742759705,0.0,0.36851462721824646,0.26184192299842834,0.8911009430885315,0.0027857578825205564,0.0,0.9451832175254822,0.6724803447723389,0.06023117154836655,0.719721257686615,0.614352285861969,0.7334107756614685,0.01410289853811264,0.006802720949053764,0.5947673916816711,0.0418146587908268,4.062557220458984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,6727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,7687,,,,,,,,,,,,,,,,,,,,0.6594966650009155,0.031578946858644485,0.5946033596992493,0.45488303899765015,0.8566818237304688,0.0,0.9329443573951721,0.0,0.9366059899330139,0.9339027404785156,0.9916476607322693,0.37051793932914734,0.05263157933950424,3.995727777481079,0.24210526049137115,0.07932379841804504,3.9605095386505127,0.25552666187286377,0.10137393325567245,3.9264121055603027,0.29409581422805786,0.1108580082654953,3.9096286296844482,0.22646164894104004,0.05179283022880554,4.020071506500244,0.19123506546020508,0.09788382798433304,0.0583011694252491,4.0350661277771,4.062045574188232,3.9311418533325195,0.24949926137924194,0.05179283022880554,0.19123506546020508,0.5929701328277588,0.0,0.5385553240776062,0.41057994961738586,0.8513967990875244,0.0,0.8327391147613525,0.0012453299714252353,0.8157573938369751,0.872603714466095,0.9745214581489563,0.1428571492433548,0.01743461936712265,4.132744312286377,0.09090909361839294,0.05653763934969902,4.010293006896973,0.21533069014549255,0.10191701352596283,3.954456329345703,0.27760252356529236,0.1664511114358902,3.8289921283721924,0.2853078246116638,0.02453102543950081,4.049935817718506,0.15584415197372437,0.10595028847455978,0.06673692166805267,4.031309127807617,4.0641303062438965,3.9347217082977295,0.2483052909374237,0.01743461936712265,0.09090909361839294
7,,,,7687,4.370023250579834,0.5747693777084351,0.0003160556370858103,0.3902338743209839,0.2839575409889221,0.8884600400924683,0.0024375380016863346,0.0,0.9270262122154236,0.6991806626319885,0.0662926658987999,0.7442008852958679,0.6472991108894348,0.7600959539413452,0.022318707779049873,0.0059523810632526875,0.4816356897354126,0.07747551053762436,3.9756977558135986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,7688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,8648,,,,,,,,,,,,,,,,,,,,0.6700339913368225,0.15263158082962036,0.6043562889099121,0.4838470220565796,0.8547835946083069,0.0,0.942001223564148,0.4000000059604645,0.9379063844680786,0.9368733763694763,0.9946848750114441,0.37051793932914734,0.3210526406764984,3.8504226207733154,0.4368421137332916,0.14401820302009583,3.8455119132995605,0.33159947395324707,0.13590790331363678,3.8323280811309814,0.3278871178627014,0.12376613169908524,3.798091411590576,0.2687927186489105,0.06374502182006836,3.9772534370422363,0.2151394486427307,0.13393712043762207,0.08240532130002975,3.978052854537964,4.034926414489746,3.8237478733062744,0.30096665024757385,0.06374502182006836,0.2151394486427307,0.6028621792793274,0.0012453299714252353,0.5470892786979675,0.45037612318992615,0.8482928276062012,0.0,0.8427315950393677,0.17185553908348083,0.8195672035217285,0.8762436509132385,0.9750388264656067,0.16883116960525513,0.04483187943696976,4.071337699890137,0.19427147507667542,0.11063700169324875,3.910888910293579,0.29411765933036804,0.12399902939796448,3.8668582439422607,0.31739869713783264,0.18714433908462524,3.697242498397827,0.31958097219467163,0.04184704273939133,4.010458946228027,0.1976912021636963,0.13803665339946747,0.0866079106926918,3.9726805686950684,4.038943290710449,3.8288493156433105,0.3014310896396637,0.04184704273939133,0.19427147507667542
8,,,,8648,4.054738521575928,0.5832425951957703,0.003160556312650442,0.4085252583026886,0.3029491901397705,0.8863166570663452,0.0021667005494236946,0.0,0.9169502258300781,0.7228184938430786,0.07220115512609482,0.7657093405723572,0.6774789094924927,0.78271484375,0.041505858302116394,0.005291005130857229,0.3801342844963074,0.11177029460668564,3.868878126144409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,8649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,9609,,,,,,,,,,,,,,,,,,,,0.6711660623550415,0.17894737422466278,0.6128088235855103,0.47716301679611206,0.8547835946083069,0.0,0.9462683796882629,0.4000000059604645,0.9392067790031433,0.9587820172309875,0.9920273423194885,0.37051793932914734,0.35789474844932556,3.678839683532715,0.4842105209827423,0.16417425870895386,3.7149646282196045,0.3761378526687622,0.14704790711402893,3.739152193069458,0.3601931035518646,0.1427486687898636,3.700397491455078,0.3050493597984314,0.11952191591262817,3.9156525135040283,0.28286853432655334,0.15248627960681915,0.08323916047811508,3.886622905731201,3.9877052307128906,3.717923402786255,0.33945831656455994,0.11952191591262817,0.28286853432655334,0.6045191884040833,0.0024906599428504705,0.564614474773407,0.4450376033782959,0.8404034972190857,0.0,0.8603063225746155,0.1818181872367859,0.836635172367096,0.9301140308380127,0.9728401303291321,0.20490621030330658,0.10336238890886307,4.000216484069824,0.2515566647052765,0.13212434947490692,3.7984182834625244,0.3418165147304535,0.13030818104743958,3.7856719493865967,0.3540402948856354,0.20434558391571045,3.5848371982574463,0.35411277413368225,0.08513708412647247,3.928992986679077,0.2842712700366974,0.15696710348129272,0.08683927357196808,3.8771939277648926,3.9920554161071777,3.7256522178649902,0.34345969557762146,0.08513708412647247,0.2515566647052765
9,,,,9609,4.765514850616455,0.5905455350875854,0.011378002353012562,0.42454585433006287,0.31982704997062683,0.8837919235229492,0.0019500304479151964,0.0,0.9027854204177856,0.7431026697158813,0.08135271817445755,0.7843083739280701,0.7028188109397888,0.801642894744873,0.06849481910467148,0.004761904943734407,0.30977076292037964,0.14091305434703827,3.751016139984131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,9610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,10570,,,,,,,,,,,,,,,,,,,,0.678307056427002,0.2210526317358017,0.6154096126556396,0.5094689726829529,0.8507972955703735,0.0,0.9622049927711487,0.410526305437088,0.9850454926490784,0.9673227071762085,0.9922171831130981,0.4342629611492157,0.4000000059604645,3.3719444274902344,0.5210526585578918,0.16579973697662354,3.566560983657837,0.4096228778362274,0.17081321775913239,3.6121010780334473,0.4006684124469757,0.16343963146209717,3.5751376152038574,0.33902809023857117,0.11952191591262817,3.8273658752441406,0.3625498116016388,0.16868413984775543,0.07409930974245071,3.697495222091675,3.9141457080841064,3.5838828086853027,0.3757728934288025,0.11952191591262817,0.33902809023857117,0.609339714050293,0.02366127073764801,0.566443145275116,0.4700315594673157,0.8357475399971008,0.0,0.8836053013801575,0.19427147507667542,0.8735141754150391,0.9432176947593689,0.9736161231994629,0.42424243688583374,0.16064757108688354,3.88431453704834,0.28891655802726746,0.13562938570976257,3.669309377670288,0.3732093870639801,0.14826498925685883,3.655381202697754,0.40402814745903015,0.22284014523029327,3.4478399753570557,0.38618728518486023,0.1428571492433548,3.8443219661712646,0.3347763419151306,0.1733366847038269,0.0763753280043602,3.684089183807373,3.9174039363861084,3.5953660011291504,0.3798644244670868,0.13562938570976257,0.28891655802726746
10,,,,10570,3.9369308948516846,0.5970895290374756,0.02172164060175419,0.4389193058013916,0.3343304395675659,0.8817001581192017,0.0017727549420669675,0.0,0.8853813409805298,0.7607419490814209,0.09240317344665527,0.8003103733062744,0.7249348163604736,0.8177300691604614,0.09822170436382294,0.0043290043249726295,0.24826115369796753,0.15707167983055115,3.6253302097320557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,10571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
